61.216739,-149.899423
61.198447,-149.883747
61.198401,-149.882446
61.19443,-149.87628
61.194019,-149.874609
61.20296,-149.858641
61.586827,-149.129976
37.781342,-122.395836
37.427648,-122.164739
37.374381,-121.89605
34.136207,-118.355921
33.802943,-117.927172
33.806245,-117.927065
33.806253,-117.925888
33.62839,-117.716471
33.627975,-117.715995
33.633471,-117.711409
33.647216,-117.687397
33.647053,-117.686625
32.935365,-117.036183
32.936897,-117.035333
32.936534,-117.03378
53.522058,-113.527753
53.518599,-113.513646
53.562338,-113.507206
33.529083,-112.260993
33.52857,-112.260675
33.651556,-112.012137
33.650898,-112.011282
33.651586,-112.00988
33.6514,-112.008759
33.652175,-112.008397
33.394372,-104.523914
41.866254,-87.618659
41.880987,-87.61618
35.872008,-86.389869
35.872927,-86.38521
35.874005,-86.385136
35.873258,-86.385049
35.874622,-86.384942
43.644298,-79.384804
43.641612,-79.383721
35.80215,-79.154338
43.07869,-79.080303
43.085634,-79.079594
43.08696,-79.065762
43.079356,-79.061808
43.079057,-79.061069
-12.173366,-76.952406
42.347237,-71.073636
42.239201,-71.012655
-22.982928,-43.189972
-22.983977,-43.189788
-22.971573,-43.184598
-22.965401,-43.174514
-22.962651,-43.167894
-22.962753,-43.167844
64.150748,-21.960268
64.146465,-21.939828
65.68069,-18.090079
65.683806,-18.087383
65.685232,-18.078195
37.0023,-8.94677
37.06546,-8.82487
37.10287,-8.67203
37.10099,-8.67175
37.12921,-8.59676
51.93346,-8.566024
37.1604,-8.55697
51.705208,-8.522946
51.705884,-8.522155
51.898962,-8.483091
51.897812,-8.482874
51.89803,-8.482572
51.898981,-8.482368
51.899999,-8.480387
51.900873,-8.480057
51.901677,-8.479552
51.902592,-8.478495
51.898615,-8.477547
51.898373,-8.477532
51.89911,-8.476463
51.904505,-8.476228
51.897033,-8.475033
51.898857,-8.474706
51.91044,-8.47444
51.907187,-8.474364
51.907845,-8.474308
51.910881,-8.474221
51.910932,-8.473643
51.897353,-8.47327
51.898635,-8.472944
51.899581,-8.472868
51.897501,-8.472515
51.896413,-8.472406
51.913061,-8.472184
51.914845,-8.472016
51.896594,-8.471968
51.897656,-8.471783
51.899982,-8.471628
51.915381,-8.471092
51.895593,-8.470608
51.915745,-8.470162
51.914781,-8.470148
51.900979,-8.469991
51.897277,-8.469839
51.894888,-8.469754
51.897166,-8.469593
51.895268,-8.469574
51.897099,-8.469555
51.895391,-8.469324
51.901426,-8.468293
51.897314,-8.467899
51.901387,-8.46784
51.900795,-8.467816
51.898414,-8.467352
51.895335,-8.465504
51.895479,-8.465355
52.077702,-8.285328
52.077826,-8.284719
52.077238,-8.280516
54.595632,-7.311884
54.597585,-7.307757
54.599391,-7.306828
54.599909,-7.30614
54.59578,-7.304734
54.603314,-7.304419
54.599149,-7.303875
54.599935,-7.303455
54.599096,-7.303106
54.600449,-7.303097
54.599991,-7.302225
54.600021,-7.301528
54.600062,-7.301026
54.599111,-7.300555
54.598771,-7.300419
54.600138,-7.300151
54.604246,-7.299698
54.599089,-7.297066
54.6022,-7.295982
54.600257,-7.294868
54.599091,-7.29453
54.601232,-7.289335
54.600105,-7.288095
54.600487,-7.287317
54.60159,-7.28375
54.601236,-7.282036
53.294998,-6.695354
53.294947,-6.694699
37.902511,-6.664298
37.903214,-6.660728
37.904673,-6.660421
55.206618,-6.524743
55.207269,-6.523225
55.202164,-6.522236
55.201347,-6.520712
53.348539,-6.259186
53.367922,-6.200517
53.367813,-6.199999
53.38572,-6.064876
56.419124,-5.475483
56.418885,-5.475177
56.418726,-5.474485
56.41517,-5.473871
56.41416,-5.470886
36.146442,-5.360145
36.140459,-5.354652
36.139914,-5.354572
36.142785,-5.354239
36.138434,-5.35418
36.140366,-5.352695
36.12741,-5.351844
36.148661,-5.351829
36.139642,-5.351727
36.139214,-5.351417
36.136939,-5.351337
36.139002,-5.351039
36.142652,-5.350787
36.118763,-5.350599
36.14105,-5.350582
36.119115,-5.350539
36.122495,-5.350217
36.116463,-5.350008
36.147405,-5.348644
36.146815,-5.348311
36.147783,-5.347886
36.14789,-5.347303
36.133541,-5.340969
36.140238,-5.340393
50.110637,-5.269275
56.816167,-5.114275
56.819213,-5.110247
56.817751,-5.109737
56.82039,-5.106457
56.231398,-5.073441
50.15524,-5.07217
50.15621,-5.07169
50.26196,-5.053748
50.54097,-4.93898
50.54105,-4.93876
55.795832,-4.869561
55.793839,-4.867639
50.339607,-4.789635
50.27069,-4.78837
50.358714,-4.74221
51.671976,-4.697304
51.671993,-4.696654
51.672329,-4.696505
55.936237,-4.694166
55.432614,-4.634728
55.786073,-4.612337
55.446228,-4.606895
56.005057,-4.593666
55.991775,-4.591491
55.993303,-4.591108
55.993015,-4.591025
55.992663,-4.591014
55.992516,-4.590802
55.991991,-4.590054
55.991672,-4.59005
56.000335,-4.589976
55.923789,-4.582388
50.835642,-4.552428
50.828134,-4.548672
50.828409,-4.548466
50.83166,-4.547744
50.831458,-4.54672
50.831297,-4.546258
50.831177,-4.545561
50.830518,-4.544941
50.829452,-4.544891
50.830259,-4.542039
50.829378,-4.541119
50.827585,-4.528052
50.830614,-4.517511
50.830282,-4.517006
55.909726,-4.509689
55.916604,-4.481017
55.921272,-4.47899
55.916563,-4.47872
55.845783,-4.478511
55.846145,-4.478216
55.845402,-4.477626
55.84569,-4.477567
55.91798,-4.476693
55.916471,-4.476693
55.917273,-4.476247
55.916484,-4.476131
55.845831,-4.475998
55.84498,-4.475883
55.84606,-4.475051
55.844707,-4.474799
55.84408,-4.474075
55.91359,-4.473152
55.845145,-4.47283
55.842887,-4.470249
